Time;Code;Pallete;Crash;Roller;Platform;Speed_1;Speed_2;Speed_3;Speed_4;Speed_5
2025-11-06 02:26:47.0;05;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:48.0;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:48.1;06;56;12;09;0050;0000;0000;0000;0000;0000
2025-11-06 02:26:48.2;06;56;12;09;0050;0000;0000;0000;0000;0000
2025-11-06 02:26:48.3;06;56;12;09;0050;0000;0000;0000;0000;0000
2025-11-06 02:26:48.4;06;56;12;09;0050;0000;0000;0000;0000;0000
2025-11-06 02:26:48.5;06;56;12;09;0050;0000;0000;0000;0000;0000
2025-11-06 02:26:48.6;06;56;12;09;0050;0000;0000;0000;0000;0000
2025-11-06 02:26:48.7;06;56;12;09;0050;0000;0000;0000;0000;0000
2025-11-06 02:26:48.8;06;56;12;09;0050;0000;0000;0000;0000;0000
2025-11-06 02:26:48.9;06;56;12;09;0050;0000;0000;0000;0000;0000
2025-11-06 02:26:49.0;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:49.1;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:49.2;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:49.3;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:49.4;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:49.5;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:49.6;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:49.7;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:49.8;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:49.9;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:50.0;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:50.1;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:50.2;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:50.3;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:50.4;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:50.5;06;56;12;09;0550;0000;0000;0000;0000;0000
2025-11-06 02:26:50.6;06;56;12;09;0550;0000;0000;0000;0000;0000
