Time;Code;Pallete;Crash;Roller;Platform;Speed_1;Speed_2;Speed_3;Speed_4;Speed_5
2025-10-29 23:59:59.5;06;29;08;01;0050;0000;0000;0042;0100;0001
2025-10-29 23:59:59.6;06;29;08;01;0050;0000;0000;0047;0100;0001
2025-10-29 23:59:59.7;06;29;08;01;0050;0000;0000;0053;0100;0001
2025-10-29 23:59:59.8;06;29;08;01;0050;0000;0000;0053;0095;0002
2025-10-29 23:59:59.9;06;29;08;01;0050;0000;0000;0053;0091;0002
2025-10-30 00:00:00.0;06;29;08;01;0050;0000;0000;0053;0086;0002
2025-10-30 00:00:00.1;06;29;08;01;0050;0000;0000;0053;0082;0002
2025-10-30 00:00:00.2;06;29;08;01;0050;0000;0000;0053;0077;0002
2025-10-30 00:00:00.3;06;29;08;01;0050;0000;0000;0053;0073;0002
2025-10-30 00:00:00.4;06;29;08;01;0050;0000;0000;0053;0068;0002
2025-10-30 00:00:00.5;06;29;08;01;0050;0000;0000;0053;0064;0002
2025-10-30 00:00:00.6;06;29;08;01;0050;0000;0000;0047;0059;0002
2025-10-30 00:00:00.7;06;29;08;01;0050;0000;0000;0042;0055;0002
2025-10-30 00:00:00.8;06;29;08;01;0050;0000;0000;0037;0055;0002
2025-10-30 00:00:00.9;06;29;08;01;0050;0000;0000;0031;0055;0002
2025-10-30 00:00:01.0;06;29;08;01;0050;0000;0000;0026;0055;0002
2025-10-30 00:00:01.1;06;29;08;01;0050;0000;0000;0021;0055;0002
2025-10-30 00:00:01.2;06;29;08;01;0050;0000;0000;0015;0055;0002
2025-10-30 00:00:01.3;06;29;08;01;0050;0000;0000;0010;0055;0002
2025-10-30 00:00:01.4;06;29;08;01;0050;0000;0000;0005;0055;0002
2025-10-30 00:00:01.5;06;29;08;01;0050;0000;0000;0000;0055;0003
2025-10-30 00:00:01.6;06;29;08;01;0050;0000;0000;0000;0055;0003
2025-10-30 00:00:01.7;06;29;08;01;0050;0000;0000;0000;0055;0003
2025-10-30 00:00:01.8;06;29;08;01;0050;0000;0000;0000;0055;0003
2025-10-30 00:00:01.9;06;29;08;01;0050;0000;0000;0000;0056;0003
2025-10-30 00:00:02.0;06;29;08;01;0050;0000;0004;0004;0056;0003
2025-10-30 00:00:02.1;06;29;08;01;0050;0000;0009;0009;0056;0003
2025-10-30 00:00:02.2;06;29;08;01;0050;0000;0014;0014;0056;0003
2025-10-30 00:00:02.3;06;29;08;01;0050;0000;0019;0019;0056;0003
2025-10-30 00:00:02.4;06;29;08;01;0050;0000;0024;0024;0057;0003
2025-10-30 00:00:02.5;06;29;08;01;0050;0000;0029;0029;0057;0003
2025-10-30 00:00:02.6;06;29;08;01;0050;0000;0034;0034;0057;0003
2025-10-30 00:00:02.7;06;29;08;01;0050;0000;0039;0039;0057;0003
2025-10-30 00:00:02.8;06;29;08;01;0050;0000;0044;0044;0057;0003
2025-10-30 00:00:02.9;06;29;08;01;0050;0000;0049;0049;0057;0003
2025-10-30 00:00:03.0;06;29;08;01;0050;0000;0049;0049;0057;0003
2025-10-30 00:00:03.1;06;29;08;01;0050;0000;0049;0049;0057;0003
2025-10-30 00:00:03.2;06;29;08;01;0050;0000;0049;0049;0057;0004
